159, -64.870919343084, 2769
160, -64.870917666703, 2813
161, -64.870912302285, 2858
162, -64.870906937867, 2945
163, -64.870895873755, 2978
164, -64.870904255658, 3023
165, -64.870899226516, 3067
166, -64.870894867926, 3114
167, -64.870891, 3151
168, -64.870616588741, 3233
169, -64.87032758072, 3268
170, -64.869946371763, 3302
171, -64.86966272816, 3340
172, -64.869294259697, 3375
173, -64.868835601955, 3449
174, -64.868411812931, 3494
175, -64.867960531264, 3566
176, -64.867501873523, 3615
177, -64.867090489715, 3686
178, -64.866637531667, 3721
179, -64.866144675761, 3808
-, -64.866057, -
180, -64.865707, -
181, -64.866065885871, 3824
182, -64.86606856808, 3873
183, -64.866072256118, 3951
184, -64.866076949983, 3998
-, -, 2968
-, -, 2968
-, -, -
-, -, -
-, -, -
-, -, -
172, -64.869294259697, 210
173, -64.868835601955, 259
-, -64.868745, -
174, -64.868412, -
185, -64.868748, 272
186, -64.868757, 323
187, -64.868755, 373
188, -64.868777, 432
-, -, 234
-, -, 234
-, -, -
-, -, -
-, -, -
-, -, -
176, -64.867501873523, 2799
189, -64.86741034314, -
-, -64.86741, -
190, -64.86740598455, -
191, -64.867413360625, -
192, -64.867414366453, -
193, -64.86741637811, -
194, -64.867413025349, -
-, -64.867419, -
195, -64.867335241287, -
196, -64.867737237364, -
-, -64.868037, -
197, -64.868253, -
198, -64.868040662258, 2473
199, -64.868035633116, 2429
200, -64.86802490428, 2356
201, -64.868023563176, 2306
202, -64.868023563176, 2257
203, -64.86802490428, 2212
204, -64.868018198758, 2166
-, -, 355
-, -, 645
-, -, -
-, -, -
-, -, -
-, -, -
178, -64.866637531667, 444
-, -64.866729, -
177, -64.86709, -
205, -64.866734091192, 480
206, -64.866740461438, 528
207, -64.866741467267, 579
208, -64.866746, 640
-, -, 196
-, -, 196
-, -, -
-, -, -
-, -, -
-, -, -
-, -, 262
1, -64.871992, 274
-, -64.87149, -
209, -64.871487636119, -
210, -64.871533568948, 352
211, -64.871537592262, 392
212, -64.871588218957, 431
213, -64.871604982763, 471
214, -64.871642533689, 512
215, -64.871657621115, 551
-, -64.871667, -
216, -64.871758203953, -
217, -64.871679, -
218, -64.871394764631, 608
219, -64.870997127145, 674
220, -64.870627988129, -
221, -64.870227668434, 756
-, -64.869945, -
222, -64.869958441704, -
223, -64.869845, -
224, -64.86991720274, 820
225, -64.869889710098, 863
-, -64.869847, -
226, -64.869833718985, -
227, -64.869663398712, 943
228, -64.869397524744, 981
-, -64.868905, -
229, -64.868882875889, 1026
230, -64.868488591164, 1069
-, -64.868415, -
231, -64.868415, -
232, -64.868124, -
233, -64.868439305573, 1110
234, -64.868463445454, 1140
235, -64.86848456785, 1170
-, -64.868483, -
236, -64.868685, -
237, -64.868515, -
238, -64.86833, 1207
239, -64.867921639233, 1279
240, -64.867964219301, 1330
241, -64.868015, 1353
242, -64.868079, 1370
243, -64.868123, 1412
244, -64.868161361664, 1481
245, -64.86820327118, 1517
246, -64.868238139897, 1577
247, -64.868307542055, 1616
-, -64.868308, -
248, -64.868375, -
344, -64.86835, -
249, -64.86797729507, 1678
250, -64.867568928748, 1721
251, -64.867512, 1733
252, -64.86747, 1770
253, -64.867133, 1808
254, -64.866821933537, 1842
255, -64.866359587758, 1892
-, -64.866107, -
256, -64.866099078208, -
258, -64.86612053588, 1936
259, -64.86616982147, 1975
260, -64.866220783442, 2040
261, -64.866262022405, -
262, -64.866322036832, 2119
263, -64.866359587758, 2161
264, -64.866307955235, 2205
265, -64.866287503391, 2264
266, -64.866259675472, 2300
267, -64.866255652159, 2335
268, -64.866228830069, 2372
269, -64.866215419024, 2408
-, -64.866215, -
270, -64.866207, -
271, -64.866114, 2443
272, -64.865769, 2479
273, -64.865477, 2537
-, -64.865329, -
274, -64.865207, -
275, -64.865319, 2575
276, -64.865295, 2597
277, -64.865282, 2636
278, -64.865245, 2700
279, -64.865237, 2818
280, -64.865227, 2771
281, -64.865199, 2826
-, -, 2445
-, -, 2552
-, -, -
-, -, -
-, -, -
-, -, -
219, -64.870997, 68
220, -64.870627988129, 107
-, -64.870539, -
221, -64.870228, -
282, -64.870551545172, 135
283, -64.870569650083, 174
284, -64.870643075555, 226
285, -64.870641063898, 255
286, -64.87068163231, 300
-, -, 244
-, -, -
-, -, -
-, -, -
-, -, -
227, -64.869663398712, 1040
228, -64.869397524744, 1090
-, -, -
229, -64.868882875889, -
287, -64.868890922516, 1144
288, -64.868865106254, 1183
289, -64.868841972202, 1221
290, -64.868821855634, 1283
-, -64.868808, -
291, -64.868944, -
292, -64.868774916976, -
293, -64.868648517876, 1306
294, -64.868222717195, 1348
295, -64.867812674492, 1388
-, -64.867696, -
296, -64.867438, -
297, -64.867691304534, 1458
298, -64.867660459131, 1503
299, -64.867621231824, 1548
300, -64.867663811892, 1565
301, -64.867516290396, 1609
302, -64.867489803582, 1653
303, -64.867450240999, 1688
304, -64.867438506335, 1702
305, -64.867086801677, 1739
306, -64.866746831685, 1775
307, -64.866360928863, 1815
308, -64.86599849537, 1855
309, -64.86559851095, 1899
310, -64.865202214568, 1965
311, -64.864827711135, 2005
312, -64.86442906782, 2048
313, -64.864018689841, 2092
314, -64.863651897758, 2132
315, -64.863257613033, 2174
316, -64.862912278622, 2211
-, -64.862823, -
317, -64.86285, -
318, -64.862816724926, 2249
319, -64.862801972776, 2288
320, -64.862759727984, 2328
321, -64.862753693014, 2363
322, -64.862700719386, 2404
323, -64.862677250057, 2444
324, -64.862646404653, 2508
325, -64.862632993608, 2548
326, -64.862599801272, 2587
327, -64.862550515681, 2628
-, -64.862535, -
328, -64.862508606165, -
329, -64.862595777958, 2650
330, -64.862974304705, 2716
-, -64.863029, -
331, -64.863002803176, -
332, -64.863040018826, 2732
333, -64.863068182021, 2777
334, -64.863080587238, 2817
335, -64.863426256924, 2858
-, -, 1830
-, -, 1830
-, -, -
-, -, -
-, -, -
-, -, -
309, -64.865599, 1238
310, -64.865202214568, 1184
311, -64.864827711135, 1144
312, -64.86442906782, 1100
313, -64.864018689841, 1057
336, -64.863893967121, -
-, -64.863903, -
337, -64.863919448107, 1009
338, -64.863953981548, 965
339, -64.863989520818, 915
340, -, 876
-, -, 378
-, -, 378
-, -, -
-, -, -
-, -, -
-, -, -
316, -64.862912278622, 1
315, -64.863257613033, 49
314, -64.863652, -
-, -64.863323, -
341, -64.863312933593, -
342, -64.863338079303, 89
343, -64.863379653543, 133
-, -, 151
-, -, -
-, -, -
-, -, -
-, -, -
246, -64.868238, 4007
247, -64.868308, 3934
344, -64.8683504574, 3892
345, -64.868387337774, 3850
346, -64.868431258946, 3809
347, -64.868468474596, 3771
348, -64.868417177349, 3748
349, -64.868056, 3708
350, -64.868417177349, 3645
351, -64.868781287223, 3606
-, -64.869129, -
351, -64.869155790656, -
352, -64.869121257215, 3554
353, -64.869104493409, 3516
354, -64.869086388498, 3475
355, -64.869066942483, 3437
-, -64.869053, -
356, -64.868784, -
357, -64.869053866714, -
358, -64.869146402925, 3403
359, -64.869480337947, 3363
360, -64.869924243539, 3296
361, -64.870303105562, 3254
362, -64.870691690593, 3212
363, -64.871177170425, 3162
-, -64.87147, -
364, -64.871479, -
365, -64.871530216187, -
366, -64.87147020176, 3094
367, -64.871457125991, 3059
-, -64.871437, -
368, -64.871269, -
369, -64.871416, -
370, -64.87169, -
371, -64.872019, 2949
372, -64.872423, 2905
373, -64.872821, 2868
-, -, -
374, -64.873255, -
375, -64.872883, 2839
-, -, 1070
-, -, 1180
-, -, -
-, -, -
-, -, -
-, -, -
260, -64.866220783442, 2
259, -64.86616982147, 55
258, -64.86612053588, 94
-, -64.866107, -
257, -64.866033364087, 114
376, -64.865649808198, 160
377, -64.865280669182, 200
-, -64.865218, -
378, -64.865255, -
379, -64.864892, -
380, -64.865219984203, -
381, -64.865185450762, 252
382, -64.865142870694, 292
383, -64.865103978663, 356
384, -64.865073803812, 392
385, -64.865036588162, 426
386, -64.865006078034, 458
387, -64.864966850727, 495
-, -, 486
-, -, -
-, -, -
-, -, -
-, -, -
-, -, -
382, -64.865142870694, 424
381, -64.865185450762, 464
380, -64.865219984203, 504
-, -64.865280669182, -
379, -64.864892084151, 544
388, -64.864523280411, 587
389, -64.864116925746, 642
-, -, 230
-, -, -
-, -, -
-, -, -
-, -, -
273, -64.865477, 4008
-, -, -
-, -64.865337, -
390, -64.865585, -
391, -64.865339, -
392, -64.864856209605, 3911
393, -64.864018689841, 3821
394, -64.863101374357, 3723
395, -64.862596783787, 3669
396, -64.862297717481, 3636
397, -64.861893709748, 3593
398, -64.861490037292, 3550
399, -64.86109541729, 3508
400, -64.860769193619, 3473
401, -64.860428217798, 3436
402, -64.860082883387, 3399
403, -64.859732519835, 3337
404, -64.85940227285, 3301
405, -64.859036151319, 3293
406, -64.858662318438, 3223
-, -64.858287, -
407, -64.8582345061, -
408, -64.858289156109, 3171
409, -64.858291503041, 3127
410, -64.858296532183, 3060
411, -64.858292844146, 3014
412, -64.858291503041, 2966
413, -64.858412202447, 2933
414, -64.857896547764, 2878
415, -64.857414420694, 2826
416, -64.856998678296, 2781
-, -64.856751, -
417, -64.856694, -
418, -64.856757614761, 2747
419, -64.856787789613, 2708
-, -64.856807, -
420, -64.856813270598, -
421, -64.856757614761, 2676
422, -64.856390487402, 2612
423, -64.856022354215, 2573
424, -64.855689089745, 2537
425, -64.855322297662, 2497
426, -64.854954164475, 2458
427, -64.854581002146, 2418
428, -64.854218233376, 2379
429, -64.853875581175, 2341
430, -64.853491690009, 2300
-, -64.853195, -
431, -64.85313327983, -
432, -64.853204358369, 2263
433, -64.853243920952, 2199
434, -64.853278454393, 2158
-, -64.85332, -
435, -64.853520523756, -
436, -64.853199329227, 2117
437, -64.853018615394, 2097
438, -64.8527151905, 2074
439, -64.852314870804, 2024
440, -64.851999375969, 1985
441, -64.85203994438, 1890
-, -64.852302, -
442, -64.85240438953, -
443, -64.852295760065, 1852
444, -64.852254185825, 1812
445, -64.852212611585, 1771
-, -64.852202, -
446, -64.851943, -
447, -64.852316882461, 1741
-, -64.852404, -
448, -64.852686, -
449, -64.852400701493, 1719
450, -64.852359797805, 1680
451, -64.852320235222, 1640
452, -64.852269273251, 1566
453, -64.852230716496, 1529
454, -64.8521871306, 1488
455, -64.852146562188, 1447
456, -64.852108005434, 1407
-, -64.852103, -
457, -64.852416, -
458, -64.851983953267, 1382
459, -64.851587656885, 1315
460, -64.85121415928, 1275
461, -64.850755836814, 1225
462, -64.850409831851, 1188
463, -64.849931728094, 1143
464, -64.849572982639, 1097
-, -64.849644, -
465, -64.849649760872, 1061
466, -64.849684629589, 1026
467, -64.849720839411, 988
468, -64.849772471934, 949
469, -64.849800635129, 909
470, -64.849844891577, 867
-, -, 3094
-, -, 3153
-, -, -
-, -, -
-, -, -
-, -, -
451, -64.852320235222, 843
471, -64.852148909121, -
-, -64.852312, -
472, -64.852521400898, 815
473, -64.85289087519, 774
-, -64.853192, -
474, -64.853265378624, -
475, -64.853195641189, 735
476, -64.853238221257, 694
477, -64.853275772184, 654
-, -, 213
-, -, 213
-, -, -
-, -, -
-, -, -
-, -, -
-, -, 4008
1, -64.871992, 3969
2, -64.872434, 3921
-, -64.872614, -
478, -64.872598405927, 3875
479, -64.872619528323, 3841
480, -64.872652720659, 3803
481, -64.872688595205, 3768
482, -64.87272715196, 3700
483, -64.872747268527, 3660
-, -64.872779, -
485, -64.872789, -
486, -64.872969221323, 3604
487, -64.873339366167, 3564
488, -64.8737209104, 3524
489, -64.874053169041, 3489
490, -64.87440822646, 3450
491, -64.874456, 3419
492, -64.874431, 3378
493, -64.874402, 3337
494, -64.87438, 3298
495, -64.874347, 3258
496, -64.874342, 3227
497, -64.874301, 3190
498, -64.874642919749, 3154
499, -64.875041563063, -
498, -64.874642919749, 3044
497, -64.874301, 3008
500, -64.873926099389, 2968
501, -64.873891901224, 2951
502, -64.873986449092, 2910
503, -64.874118547886, 2876
504, -64.874239917844, 2835
505, -64.874444771558, 2763
506, -64.8745986633, 2718
-, -64.87465, -
507, -64.874731, -
508, -64.874744173139, 2693
509, -64.875004347413, 2663
-, -64.875113, -
510, -64.875254463404, -
511, -64.875161256641, 2638
512, -64.875286985188, 2600
513, -64.875429812818, 2563
514, -64.875702392309, 2523
515, -64.875847, 2498
516, -64.876144, 2429
517, -64.876385, 2391
518, -64.876671340316, 2350
519, -64.877119269222, 2262
520, -64.877339545637, 2229
521, -64.877537358552, 2198
522, -64.877943042665, 2139
523, -64.87841611728, 2073
524, -64.878591466695, 2018
525, -64.878814090043, 1985
526, -64.87900821492, 1956
527, -64.879248607903, 1896
528, -64.879437703639, 1870
-, -64.879525, -
529, -64.879333, -
530, -64.879709, -
531, -64.879572149366, 1849
532, -64.879761915653, 1819
533, -64.879944641143, 1787
534, -64.880193751305, 1747
535, -64.880409333854, 1684
-, -64.880623, -
536, -64.880673866719, -
537, -64.880774784833, 1630
538, -64.881062116473, 1590
539, -64.881343413144, 1551
-, -64.881445, -
540, -64.881249, -
541, -64.881482888013, 1532
542, -64.88171422854, 1470
543, -64.881867114454, 1441
544, -64.882073309272, 1404
545, -64.882288556545, 1367
546, -64.882503803819, 1329
-, -64.882582, -
547, -64.882764, -
548, -64.882490392774, 1308
549, -64.882184620946, 1266
550, -64.881891254335, 1202
551, -64.881679, -
-, -64.881582, -
552, -64.88139571622, -
553, -64.88181380555, 1118
554, -64.882097784429, 1081
555, -64.881857726722, 1053
556, -64.881607946008, 1016
557, -64.881350789219, 977
558, -64.881111402064, 916
559, -64.880912248045, 886
-, -64.88077, -
560, -64.880721, -
561, -64.880612846463, -
562, -64.880873020738, 855
563, -64.881121460348, 820
-, -64.881159, -
564, -64.881324, -
565, -64.88103730604, 774
566, -64.880837481468, 744
567, -64.88064168021, 715
-, -64.880562, -
568, -64.880669843405, -
569, -64.880352336913, 672
-, -64.880171, -
570, -, -
571, -64.880274552851, -
572, -64.879739787429, 592
573, -64.879436, 554
-, -, 3297
-, -, 3428
-, -, -
-, -, -
-, -, -
-, -, -
481, -64.872688595205, 1658
482, -64.87272715196, 1720
483, -64.872747268527, 1742
-, -64.872779, -
485, -64.872788842767, 1720
574, -64.872810970991, 1835
-, -, 189
-, -, 189
-, -, -
-, -, -
-, -, -
-, -, -
574, -64.872810970991, 412
485, -64.872788842767, 359
484, -64.872542414814, 329
-, -64.872166, -
575, -64.872126001864, -
576, -64.872176293283, 268
577, -64.872201774269, 229
578, -64.872232619673, 189
-, -, 235
-, -, 235
-, -, -
-, -, -
-, -, -
-, -, -
515, -64.875847231596, 1040
579, -64.875586722046, 991
-, -64.87554, -
580, -64.875444, -
581, -64.875579345971, 979
582, -64.875834491103, 939
583, -64.876106064766, -
-, -64.875912, -
584, -64.875790569931, 888
585, -64.875502232462, 845
-, -64.875449, -
586, -64.875178020447, 798
587, -64.874865878373, 753
588, -64.874539319425, 680
589, -64.874289203435, 642
590, -64.874041, 605
-, -, 450
-, -, 450
-, -, -
-, -, -
-, -, -
-, -, -
587, -64.874866, 590
586, -64.875178020447, 533
-, -64.875449, -
591, -64.875573311001, 475
592, -64.875763747841, 444
593, -64.875953178852, 416
594, -64.87620698288, 350
-, -64.876435, -
595, -64.876486938446, -
596, -, -
597, -64.87619055435, 282
598, -64.875887464731, 241
599, -64.875556, 202
-, -64.875529, -
600, -64.87537, -
601, -64.875578, 190
602, -64.875874, 147
-, -64.875892, -
603, -64.876042, -
604, -64.875915, 132
-, -, 458
-, -, 470
-, -, -
-, -, -
-, -, -
-, -, -
518, -64.876671340316, 1068
519, -64.877119269222, 992
520, -64.877339545637, 959
-, -64.87742, -
521, -64.877537, -
605, -64.877475332468, 937
606, -64.877988640218, -
607, -64.878526758402, -
-, -64.878309, -
608, -64.878292, -
609, -64.878371860831, 714
610, -64.878645446151, 673
611, -64.878918025642, 634
612, -64.879200328141, 594
613, -64.879480283707, 530
614, -64.879756886512, 490
615, -64.880060311406, 446
616, -64.88034998998, 403
617, -64.88062525168, 364
618, -64.880893, 325
-, -, 556
-, -, 755
-, -, -
-, -, -
-, -, -
-, -, -
618, -64.88062525168, 1835
617, -64.88062525168, 1886
616, -64.88034998998, 1925
615, -64.880060311406, 1968
619, -64.880142789334, 1986
620, -64.880389552563, 2027
-, -, 205
-, -, 205
-, -, -
-, -, -
-, -, -
-, -, -
526, -64.87900821492, 1500
527, -64.879248607903, 1451
528, -64.879437703639, 1425
529, -64.879332762211, 1384
621, -64.879117514938, 1354
-, -64.87897, -
622, -64.878872092813, -
623, -64.87904, 1329
624, -64.879266, 1290
625, -64.87949, 1252
-, -, 260
-, -, 260
-, -, -
-, -, -
-, -, -
-, -, -
541, -64.881483, 1645
540, -64.881249, 1591
626, -64.881015, 1551
-, -64.880921, -
627, -64.880785513669, -
628, -64.881070498377, 1516
629, -64.881350453943, 1477
630, -64.881625380367, 1415
631, -64.881747756153, 1396
632, -64.881988819688, 1355
633, -64.882243629544, 1315
634, -64.882473293691, 1276
-, -64.882508, -
635, -64.882575888186, -
636, -64.882309008389, 1237
637, -64.883088525384, 1168
638, -64.883658, 1091
639, -64.884239, -
640, -64.884553, 944
641, -64.88485308364, 903
642, -64.885208476334, 885
643, -64.885513242334, -
-, -64.885797, -
644, -64.885741, -
645, -64.885826725512, -
646, -64.88596284762, 746
647, -64.88622168079, 701
648, -64.886458385735, 657
649, -64.886738006025, 612
650, -64.886959623545, 573
651, -64.887192, 534
-, -64.887212, -
652, -64.887242, -
653, -64.886937495321, 467
654, -64.886622000485, 423
655, -64.88633768633, 387
656, -64.886067453771, 350
-, -64.886006, -
657, -64.885947, -
658, -64.886054042726, 324
659, -64.885886739939, 301
660, -64.885600749403, 262
661, -64.88540360704, 238
-, -, 1049
-, -, 1419
-, -, -
-, -, -
-, -, -
-, -, -
629, -64.881350453943, 700
630, -64.881625, 756
662, -64.881920758634, 796
663, -64.8822007142, 836
-, -, 160
-, -, -
-, -, -
-, -, -
-, -, -
557, -64.881350789219, 2152
-, -64.881153, -
664, -64.881187, -
558, -64.881121, -
665, -64.880889449268, 2070
666, -64.88064000383, 2031
667, -64.880328532308, 1986
668, -64.880121331661, 1932
669, -64.879942629486, 1910
-, -64.879693, -
670, -64.879570472985, -
671, -64.879804160445, 1844
672, -64.880064669996, 1804
673, -64.880331214517, 1764
674, -64.880225602537, 1724
675, -64.879936259239, 1679
-, -64.879727, -
676, -64.879761245101, -
677, -64.879439715296, 1606
678, -64.879141319543, 1562
679, -64.878832, 1518
-, -, 652
-, -, 652
-, -, -
-, -, -
-, -, -
-, -, -
563, -64.881121460348, -
564, -64.881323967128, -
680, -64.881545249372, -
681, -64.881426226347, -
682, -64.88123813644, -
683, -64.881060104817, -
-, -64.881023, -
684, -64.880939, -
685, -64.880978, -
686, -64.881076, -
687, -64.881355147808, -
-, -64.881596, -
688, -64.881661925464, -
689, -64.88154457882, 441
690, -64.881421532481, 476
691, -64.881725963205, 526
692, -64.882001895457, 565
693, -64.882294591516, 629
694, -64.882592651993, 669
695, -64.882719721645, 694
696, -64.88302918151, 734
697, -64.883304778486, 797
-, -64.883375, -
698, -64.883588086813, -
699, -64.883179385215, 832
700, -64.882839415222, 887
701, -64.882574882358, 931
702, -64.88230632618, 975
703, -64.88225, 1007
-, -64.882197, -
704, -64.882171880453, -
705, -64.882552083581, 1067
706, -64.883018117398, 1136
707, -64.883303437381, 1173
708, -64.88360049203, 1215
-, -64.883649, -
709, -64.883578699082, -
710, -64.883754719048, 1237
711, -64.883983377367, 1299
712, -64.88421505317, 1336
713, -64.884464498609, 1377
714, -64.884694833308, 1414
-, -64.884771, -
715, -64.884675, -
716, -64.884952995926, 1452
717, -64.885231945663, 1494
718, -64.885507877916, 1533
-, -64.885604, -
719, -64.885415, -
720, -64.885649029165, 1554
-, -64.885907, -
721, -64.885863605886, -
722, -64.885969, -
723, -, 1635
724, -64.886309858411, 1668
725, -64.886539522558, 1712
726, -64.886754099279, 1750
727, -64.887042772024, 1787
728, -64.887285176664, 1846
729, -64.887487348169, -
730, -64.887709971517, 1920
731, -64.887943994253, 1950
732, -64.888085145503, 1980
733, -64.8882256262, 2014
734, -, 2046
735, -64.888534415513, 2083
-, -, 1604
-, -, 2095
-, -, -
-, -, -
-, -, -
-, -, -
683, -64.881060104817, -
685, -64.880978297442, 3950
736, -64.880558867007, 3901
737, -64.880160894244, 3851
738, -64.879669044166, 3797
-, -64.879455, -
739, -64.879369642585, -
740, -64.879493359476, 3731
741, -64.879695866256, 3692
-, -64.879756, -
742, -64.879876, -
743, -64.879709612578, 3674
744, -64.879389759153, 3633
745, -64.879079628735, 3594
746, -64.87872088328, 3550
747, -64.878518, 3528
748, -64.878365155309, 3481
749, -64.877881, 3420
750, -64.877599, 3386
751, -64.877279, 3346
-, -64.877106, -
752, -64.877123, -
753, -64.876948, -
754, -64.876916, 3278
755, -64.876749, 3240
756, -64.876567, 3200
757, -64.876401, 3160
758, -64.876218, 3096
-, -64.876121, -
759, -64.876049, -
760, -64.876212, 3077
761, -64.876489, 3043
762, -64.876795, 3005
763, -64.87711591646, -
764, -64.877378772944, 2935
765, -64.877730812877, 2893
766, -64.878130797296, 2845
-, -, 1053
-, -, 1123
-, -, -
-, -, -
-, -, -
-, -, -
738, -64.879669044166, 177
739, -64.879369642585, 120
767, -64.878969993442, 69
768, -64.878581743687, 20
-, -, 176
-, -, 176
-, -, -
-, -, -
-, -, -
-, -, -
757, -64.876401, 2870
756, -64.876567, 2920
755, -64.876749, 2959
-, -64.876766, -
769, -64.876859, -
754, -64.876916, -
770, -64.876545611768, 2993
771, -64.876217041164, 3050
772, -64.87580532208, 3087
773, -64.875570628792, 3121
774, -64.875268880277, 3182
775, -64.875173661857, 3210
-, -, 3244
776, -64.875090178102, 3267
777, -64.875045586377, 3307
778, -64.875000659376, 3354
779, -64.874952044337, -
780, -64.875084, -
781, -64.875485803931, 3505
782, -64.875322189182, 3534
783, -64.875295367091, 3566
784, -64.875264856964, 3607
785, -64.875231999903, 3642
786, -64.875212218612, 3673
787, -64.875178020447, 3712
-, -64.875145, -
788, -64.875142481178, -
789, -64.874744843691, 3779
790, -64.874373357743, 3820
-, -64.87407, -
791, -64.874024335294, -
792, -64.874070938676, 3871
793, -64.874093737453, 3917
794, -, 3957
795, -64.874123912304, 3996
-, -, 1011
-, -, 1138
-, -, -
-, -, -
-, -, -
-, -, -
693, -64.882294591516, 165
694, -64.882592651993, 205
-, -64.882625, -
695, -64.882719721645, -
796, -64.882572870701, 219
797, -64.882332812994, 258
798, -64.882089402526, 298
799, -64.881821852177, 364
800, -64.881583135575, 402
-, -64.881427, -
801, -64.881616327911, -
802, -64.881310220807, 445
803, -64.881031606346, 483
-, -64.880943, -
804, -64.880758356302, -
805, -64.880917947739, 525
806, -64.880690965801, 563
807, -64.880452919751, 603
808, -64.880251418799, 639
-, -64.880196, -
809, -64.880395, -
810, -64.880096856504, 666
811, -64.879478, 735
812, -64.879411, 752
813, -64.879258, 820
-, -64.879233, -
814, -64.879169, -
815, -64.879499, -
816, -64.879862833768, -
817, -64.88028159365, -
818, -64.880657102912, -
-, -64.88071, -
819, -64.880682919174, -
820, -64.880812, -
-, -, 667
-, -, 667
-, -, -
-, -, -
-, -, -
-, -, -
805, -64.880917947739, 1
-, -64.880943, -
804, -64.880758, 46
-, -64.880663, -
821, -64.880455, -
822, -64.88075768575, 83
823, -64.880893137305, 120
824, -64.881023224443, 158
825, -64.881150629371, 193
-, -, 218
-, -, 218
